"공공체육시설별","자치구별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"생활체육관","용산구","개소","개소","4","4","4","4","4","4","4","4","4","4","5","5","6","6",
"생활체육관","용산구","면적","㎡","5432","5432","5432","5432","5432","5432","5432","5432","5432","5431.9","5431.9","5432","5532","5552",
"생활체육관","성동구","개소","개소","4","4","4","4","4","4","5","5","5","6","6","7","7","7",
"생활체육관","성동구","면적","㎡","9323","14992","14992","14992","14992","14992","22831","22831","22831","22831","22831","35003","35003","54597",
"생활체육관","광진구","개소","개소","4","4","4","4","4","4","4","4","5","5","5","5","5","5",
"생활체육관","광진구","면적","㎡","16676","16676","16676","16676","16676","16676","16676","16676","34911","55011","55011","55011","55011","55011",
"생활체육관","동대문구","개소","개소","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"생활체육관","동대문구","면적","㎡","12310","12310","12310","12310","12310","12310","12310","12310","12310","12310","12310","12310","12310","12310",
"생활체육관","중랑구","개소","개소","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"생활체육관","중랑구","면적","㎡","19687","19686","19686","19687","19687","19687","19687","19687","19687","19687","19687","19687","19687","19687",
"생활체육관","성북구","개소","개소","5","5","5","5","5","5","5","6","6","7","8","8","8","8",
"생활체육관","성북구","면적","㎡","15633","15633","15633","15633","15633","15633","15643","16248","13569","13953.5","13953.5","13954","13954","13954",
"생활체육관","강북구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","3","4","4",
"생활체육관","강북구","면적","㎡","22446","22446","22446","22446","22446","22446","22446","22446","22446","24818","24818","24818","26522","26522",
"생활체육관","도봉구","개소","개소","1","1","1","1","1","1","1","1","1","1","2","2","2","3",
"생활체육관","도봉구","면적","㎡","50075","50075","50075","50075","50075","50075","50075","50075","50075","50075","53569","53569","53569","18723",
"생활체육관","노원구","개소","개소","2","2","2","2","2","2","3","3","3","3","3","3","3","4",
"생활체육관","노원구","면적","㎡","8107","8107","8107","8107","8107","8107","269410","269410","269410","269410","269410","269410","269410","268736",
"생활체육관","은평구","개소","개소","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"생활체육관","은평구","면적","㎡","23488","23488","23488","23488","23488","23488","23488","23488","23488","23488","23488","23488","23488","23488",
"생활체육관","서대문구","개소","개소","2","2","2","2","2","2","2","2","2","2","2","3","3","3",
"생활체육관","서대문구","면적","㎡","17497","17497","17497","17497","17497","17497","17497","17583","17583","17583","17583","19287","19287","19287",
"생활체육관","마포구","개소","개소","3","3","3","4","4","5","5","5","5","6","6","6","6","7",
"생활체육관","마포구","면적","㎡","13235","13235","13235","117197","117197","169774","169696","169696","169696","169695.7","169695.7","169696","169696","171220",
"생활체육관","양천구","개소","개소","5","5","5","5","5","5","5","5","5","5","5","5","5","5",
"생활체육관","양천구","면적","㎡","18930","18930","18930","18930","18930","18930","18930","18930","18930","18930","18961","18961","18961","18980",
"생활체육관","강서구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","3","2","2",
"생활체육관","강서구","면적","㎡","6707","6707","6707","6707","6707","6707","6707","6707","6707","6707","6707","6707","4157","4157",
"생활체육관","구로구","개소","개소","3","3","3","5","5","5","5","5","5","6","6","6","6","6",
"생활체육관","구로구","면적","㎡","7536","7536","7536","18911","18911","18911","18911","18911","18911","31724","31724","31724","31724","31724",
"생활체육관","금천구","개소","개소","2","2","2","3","3","3","3","3","3","4","5","5","5","5",
"생활체육관","금천구","면적","㎡","11358","11358","11358","17330","17330","17330","17330","17330","17330","19957","20605","20605","20605","20605",
"생활체육관","영등포구","개소","개소","3","3","3","4","4","4","4","4","4","4","4","4","4","4",
"생활체육관","영등포구","면적","㎡","9683","9683","9683","11192","11192","11192","11192","11192","11192","11192","11192","11192","11192","11192",
"생활체육관","동작구","개소","개소","4","4","4","4","4","4","5","5","5","5","5","5","5","5",
"생활체육관","동작구","면적","㎡","14609","14609","14609","14609","14609","14609","29629","30517","30517","30517","30517","30517","30517","30517",
"생활체육관","관악구","개소","개소","2","2","2","2","2","2","2","3","3","3","3","3","4","4",
"생활체육관","관악구","면적","㎡","12221","12221","12221","12221","12221","12221","12221","13209","13209","13208.9","13208.9","13209","15421","15421",
"생활체육관","서초구","개소","개소","4","4","4","4","4","4","4","6","6","6","6","6","4","4",
"생활체육관","서초구","면적","㎡","114244","128130","128130","128130","128130","128130","128130","151315","151315","151315","151315","151315","125821","125821",
"생활체육관","강남구","개소","개소","6","6","6","6","6","6","6","6","6","6","6","7","7","7",
"생활체육관","강남구","면적","㎡","82298","82298","82298","82298","82298","82298","82298","82298","82298","82298","82298","146896","146896","179959",
"생활체육관","송파구","개소","개소","4","4","4","4","5","5","5","5","5","5","5","5","5","2",
"생활체육관","송파구","면적","㎡","20033","20033","20033","20033","23033","23033","23033","23033","23033","23033","23033","23033","23033","9225",
"생활체육관","강동구","개소","개소","2","2","2","3","3","3","3","3","3","3","3","3","3","4",
"생활체육관","강동구","면적","㎡","8457","8457","8457","10457","10457","10457","10457","10457","10457","10457","10457","10457","10457","12938",
"생활체육관","기타(서울외)","개소","개소","","","","","","","","","","0","0","-","-","-",
"생활체육관","기타(서울외)","면적","㎡","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","합계","개소","개소","4","4","5","6","7","8","11","13","22","23","25","26","27","31",
"전천후게이트볼장","합계","면적","㎡","7966","7966","7966","9526","10531","11364","13064","15034","23720","24418","25714","22298","22672","25484",
"전천후게이트볼장","종로구","개소","개소","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","종로구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","중구","개소","개소","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","중구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","용산구","개소","개소","","","","","","","","","3","3","3","3","3","3",
"전천후게이트볼장","용산구","면적","㎡","","","","","","","","","4268","3744","3744","3744","3744","3744",
"전천후게이트볼장","성동구","개소","개소","2","2","2","2","2","2","2","3","3","3","3","3","3","3",
"전천후게이트볼장","성동구","면적","㎡","2110","2110","2110","2110","2110","2110","2110","2110","2110","2110","2110","2110","2110","2110",
"전천후게이트볼장","광진구","개소","개소","","","","","","","2","2","2","2","2","2","2","2",
"전천후게이트볼장","광진구","면적","㎡","","","","","","","1200","1200","2534","2534","2334","2330","2330","2330",
"전천후게이트볼장","동대문구","개소","개소","","","","","","","","","","0","2","2","2","2",
"전천후게이트볼장","동대문구","면적","㎡","","","","","","","","","","0","1496","1496","1496","1496",
"전천후게이트볼장","중랑구","개소","개소","","","","","","1","1","1","1","1","1","1","1","1",
"전천후게이트볼장","중랑구","면적","㎡","","","","","","833","833","833","833","833","833","833","833","833",
"전천후게이트볼장","성북구","개소","개소","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","성북구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","강북구","개소","개소","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","강북구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","도봉구","개소","개소","1","1","1","1","1","1","1","2","2","2","2","1","1","1",
"전천후게이트볼장","도봉구","면적","㎡","4666","4666","4666","4666","4666","4666","4666","6636","6636","6636","6636","1970","1970","1970",
"전천후게이트볼장","노원구","개소","개소","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","노원구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","은평구","개소","개소","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","은평구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","서대문구","개소","개소","","","","1","1","1","1","1","1","1","1","1","1","1",
"전천후게이트볼장","서대문구","면적","㎡","","","","660","660","660","660","660","660","660","660","660","660","660",
"전천후게이트볼장","마포구","개소","개소","","","","","","","","","1","2","2","2","2","2",
"전천후게이트볼장","마포구","면적","㎡","","","","","","","","","660","1882","1882","1882","1882","1882",
"전천후게이트볼장","양천구","개소","개소","","","","","","","","","1","1","1","1","1","1",
"전천후게이트볼장","양천구","면적","㎡","","","","","","","","","450","450","450","450","450","450",
"전천후게이트볼장","강서구","개소","개소","","","","","","","","","","0","0","-","-","1",
"전천후게이트볼장","강서구","면적","㎡","","","","","","","","","","0","0","-","-","540",
"전천후게이트볼장","구로구","개소","개소","","","","","1","1","2","2","2","2","2","2","2","4",
"전천후게이트볼장","구로구","면적","㎡","","","","","1005","1005","1505","1505","1505","1505","1505","1605","1605","2662",
"전천후게이트볼장","금천구","개소","개소","","","","","","","","","1","1","1","2","2","2",
"전천후게이트볼장","금천구","면적","㎡","","","","","","","","","300","300","300","1080","1080","1080",
"전천후게이트볼장","영등포구","개소","개소","","","","","","","","","1","1","1","1","1","1",
"전천후게이트볼장","영등포구","면적","㎡","","","","","","","","","660","660","660","660","660","660",
"전천후게이트볼장","동작구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"전천후게이트볼장","동작구","면적","㎡","1190","1190","1190","1190","1190","1190","1190","1190","1190","1190","1190","1190","1190","1190",
"전천후게이트볼장","관악구","개소","개소","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","관악구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","서초구","개소","개소","","","1","1","1","1","1","1","1","1","1","1","1","1",
"전천후게이트볼장","서초구","면적","㎡","","","","900","900","900","900","900","900","900","900","900","900","900",
"전천후게이트볼장","강남구","개소","개소","","","","","","","","","","0","0","-","1","1",
"전천후게이트볼장","강남구","면적","㎡","","","","","","","","","","0","0","-","374","374",
"전천후게이트볼장","송파구","개소","개소","","","","","","","","","1","1","1","1","1","1",
"전천후게이트볼장","송파구","면적","㎡","","","","","","","","","414","414","414","414","414","414",
"전천후게이트볼장","강동구","개소","개소","","","","","","","","","1","1","1","2","2","3",
"전천후게이트볼장","강동구","면적","㎡","","","","","","","","","600","600","600","974","974","2189",
"전천후게이트볼장","기타(서울외)","개소","개소","","","","","","","","","","0","0","-","-","-",
"전천후게이트볼장","기타(서울외)","면적","㎡","","","","","","","","","","0","0","-","-","-",
"수영장","합계","개소","개소","86","86","86","89","89","88","89","91","95","97","101","99","97","99",
"수영장","합계","면적","㎡","632252","660605","660605","715564","713657","657229","684978","697692","705590","728535","769351.15","728974","703328","599327",
"수영장","종로구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"수영장","종로구","면적","㎡","","","","25764","25764","","6077","6077","6077","","13395.8","13396","13396","13396",
"수영장","중구","개소","개소","3","3","3","2","3","2","2","2","2","2","2","2","2","2",
"수영장","중구","면적","㎡","8527","8527","8527","5720","8527","2830","4251","12003","12003","12003","12003","12003","12003","12003",
"수영장","용산구","개소","개소","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"수영장","용산구","면적","㎡","5432","5432","5432","5432","5432","5432","5432","5432","5432","5432","5431.9","5432","5432","5432",
"수영장","성동구","개소","개소","4","4","4","4","4","4","4","4","4","5","5","6","6","6",
"수영장","성동구","면적","㎡","9323","9323","9323","19643","19643","9323","13022","13022","9323","9323","9323","21495","21495","22671",
"수영장","광진구","개소","개소","5","5","5","5","5","5","5","5","5","5","5","5","5","5",
"수영장","광진구","면적","㎡","37676","37676","37676","37676","37676","37676","37676","37676","37676","57776","57776","57776","57776","57776",
"수영장","동대문구","개소","개소","3","3","3","3","3","3","3","3","3","3","4","4","3","3",
"수영장","동대문구","면적","㎡","4744","4744","4744","8173","8173","4744","5721","5721","4744","4744","9814","9814","4774","3142",
"수영장","중랑구","개소","개소","3","3","3","3","3","3","3","3","3","4","4","4","4","3",
"수영장","중랑구","면적","㎡","17956","17956","17956","17956","17956","17956","17956","17956","17956","24506","24506","24506","24506","4225",
"수영장","성북구","개소","개소","3","3","3","3","3","3","3","3","3","3","4","4","4","4",
"수영장","성북구","면적","㎡","7985","7985","7985","7985","7985","7985","7985","9659","7985","7985","12128","12128","12128","10368",
"수영장","강북구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"수영장","강북구","면적","㎡","22446","22446","22446","22446","22446","22446","22446","22446","22446","24818","24818","24818","24818","19795",
"수영장","도봉구","개소","개소","2","2","2","2","2","2","2","2","2","2","2","2","2","3",
"수영장","도봉구","면적","㎡","61563","61563","61563","62498","62393","62393","62393","62393","62393","62393","65057","65057","65057","18723",
"수영장","노원구","개소","개소","3","3","3","4","3","3","3","4","4","4","4","4","3","4",
"수영장","노원구","면적","㎡","","7677","7677","19977","15372","13836","15473","17854","13836","13836","13836","13836","1536","4655",
"수영장","은평구","개소","개소","2","2","2","2","2","2","2","2","3","3","3","3","4","4",
"수영장","은평구","면적","㎡","13500","13500","13500","15832","15832","13500","15989","16008","19889","19889","29787","29787","30585","18441",
"수영장","서대문구","개소","개소","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"수영장","서대문구","면적","㎡","6257","6257","6257","7980","7980","6257","9946","9946","6257","6257","6257","6257","6257","1520",
"수영장","마포구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","2","2","2",
"수영장","마포구","면적","㎡","34245","34245","34245","34245","34245","34245","34167","34167","34167","34167","34167.25","10674","10674","9502",
"수영장","양천구","개소","개소","5","5","5","5","5","5","5","5","5","5","6","6","7","7",
"수영장","양천구","면적","㎡","6894","6894","6894","12521","12521","6894","11432","11432","6894","6894","9912","9912","12385","9984",
"수영장","강서구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"수영장","강서구","면적","㎡","6707","6707","6707","6707","6707","6707","6707","6707","6707","6707","6707","6707","6707","6707",
"수영장","구로구","개소","개소","3","3","3","4","4","4","5","6","6","6","6","6","6","6",
"수영장","구로구","면적","㎡","95844","95844","95844","96969","96969","96969","100269","100269","100269","100269","100269","100269","100269","99761",
"수영장","금천구","개소","개소","2","2","2","2","2","2","2","2","2","2","3","3","3","3",
"수영장","금천구","면적","㎡","11358","11358","11358","11358","11358","11358","11358","11358","11358","11358","13985","13985","13985","8963",
"수영장","영등포구","개소","개소","4","4","4","5","5","5","5","5","5","5","5","5","5","5",
"수영장","영등포구","면적","㎡","29683","29683","29683","31192","31192","31192","31192","31192","31192","31192","31192","31192","31192","30080",
"수영장","동작구","개소","개소","4","4","4","4","4","4","4","4","5","5","5","5","5","5",
"수영장","동작구","면적","㎡","14654","14654","14654","14654","14654","14654","14654","15542","17231","17231","17231","17231","17231","17231",
"수영장","관악구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"수영장","관악구","면적","㎡","14165","14165","14165","14165","14165","14165","14165","14165","14165","14165","14165.4","14165","14165","14165",
"수영장","서초구","개소","개소","6","6","6","6","6","6","6","6","7","7","7","7","5","5",
"수영장","서초구","면적","㎡","102405","102405","102405","84291","84291","84291","84291","84291","105214","105214","105214","105214","79002","79002",
"수영장","강남구","개소","개소","3","3","3","4","4","4","4","4","4","4","4","4","4","4",
"수영장","강남구","면적","㎡","12681","12681","12681","18993","18989","18989","18989","18989","18989","18989","18989","18989","18989","12819",
"수영장","송파구","개소","개소","6","6","6","6","6","6","6","6","6","6","6","5","5","5",
"수영장","송파구","면적","㎡","76520","97196","97196","101700","101700","101700","101700","101700","101700","101700","101700","73755","73755","73755",
"수영장","강동구","개소","개소","4","4","4","4","4","4","4","4","5","5","5","4","4","5",
"수영장","강동구","면적","㎡","31687","31687","31687","31687","31687","31687","31687","31687","31687","31687","31686.8","30576","45211","45211",
"수영장","기타(서울외)","개소","개소","","","","","","","","","","","0","-","-","-",
"수영장","기타(서울외)","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","합계","개소","개소","16","14","14","14","14","15","14","16","16","15","14","15","15","14",
"롤러스케이트장","합계","면적","㎡","52857","65290","65290","65290","65290","67435","65662","66951","66951","63265","61120","64970","64970","61954",
"롤러스케이트장","종로구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","종로구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","중구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","중구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","용산구","개소","개소","2","2","2","2","2","2","2","2","2","2","2","1","1","1",
"롤러스케이트장","용산구","면적","㎡","9890","9890","9890","9890","9890","9890","9890","9890","9890","9890","9890","14602","14602","14602",
"롤러스케이트장","성동구","개소","개소","2","2","2","2","2","2","1","2","2","2","2","2","2","2",
"롤러스케이트장","성동구","면적","㎡","4273","4273","4273","4273","4273","4273","2500","2500","2500","2500","2500","2500","2500","2500",
"롤러스케이트장","광진구","개소","개소","1","1","1","1","1","2","2","2","2","2","1","2","2","2",
"롤러스케이트장","광진구","면적","㎡","2415","2415","2415","2415","2415","4560","4560","4560","4560","4560","2415","708","708","708",
"롤러스케이트장","동대문구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","동대문구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","중랑구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","중랑구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","성북구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","성북구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","강북구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","강북구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","도봉구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","도봉구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","노원구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","노원구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","은평구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","은평구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","서대문구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","서대문구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","마포구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","마포구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","양천구","개소","개소","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"롤러스케이트장","양천구","면적","㎡","","18000","18000","18000","18000","18000","18000","18000","18000","18000","18000","18000","18000","18000",
"롤러스케이트장","강서구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","강서구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","구로구","개소","개소","3","3","3","3","3","3","3","3","3","2","2","3","3","3",
"롤러스케이트장","구로구","면적","㎡","12956","12956","12956","12956","12956","12956","12956","12956","12956","9270","9270","10115","10115","10115",
"롤러스케이트장","금천구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","금천구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","영등포구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"롤러스케이트장","영등포구","면적","㎡","9485","9485","9485","9485","9485","9485","9485","9485","9485","9485","9485","9485","9485","9485",
"롤러스케이트장","동작구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"롤러스케이트장","동작구","면적","㎡","2595","2595","2595","2595","2595","2595","2595","2595","2595","2595","2595","2595","2595","2595",
"롤러스케이트장","관악구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","관악구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","서초구","개소","개소","2","1","1","1","1","1","1","1","1","1","1","1","1","1",
"롤러스케이트장","서초구","면적","㎡","5427","2660","2660","2660","2660","2660","2660","2660","2660","2660","2660","2660","2660","2660",
"롤러스케이트장","강남구","개소","개소","","","","","","","","1","1","1","1","1","1","1",
"롤러스케이트장","강남구","면적","㎡","","","","","","","","1289","1289","1289","1289","1289","1289","1289",
"롤러스케이트장","송파구","개소","개소","2","1","1","1","1","1","1","1","1","1","1","1","1","-",
"롤러스케이트장","송파구","면적","㎡","5816","3016","3016","3016","3016","3016","3016","3016","3016","3016","3016","3016","3016","",
"롤러스케이트장","강동구","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","강동구","면적","㎡","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","기타(서울외)","개소","개소","","","","","","","","","","","0","-","-","-",
"롤러스케이트장","기타(서울외)","면적","㎡","","","","","","","","","","","0","-","-","-",
"사격장","합계","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","합계","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","종로구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","종로구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","중구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","중구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","용산구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","용산구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","성동구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","성동구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","광진구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","광진구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","동대문구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","동대문구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","중랑구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","중랑구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","성북구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","성북구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","강북구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","강북구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","도봉구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","도봉구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","노원구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","노원구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","은평구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","은평구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","서대문구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","서대문구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","마포구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","마포구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","양천구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","양천구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","강서구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","강서구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","구로구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","구로구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","금천구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","금천구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","영등포구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","영등포구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","동작구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","동작구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","관악구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","관악구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","서초구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","서초구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","강남구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","강남구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","송파구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","송파구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","강동구","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","강동구","면적","㎡","","","","","","","","","","","0","-","","-",
"사격장","기타(서울외)","개소","개소","","","","","","","","","","","0","-","","-",
"사격장","기타(서울외)","면적","㎡","","","","","","","","","","","0","-","","-",
"국궁장","합계","개소","개소","8","8","8","8","8","7","7","8","8","8","8","8","8","8",
"국궁장","합계","면적","㎡","38254","42174","42174","42174","42174","38874","38874","42899","42899","38874","38873.5","38874","39874","38874",
"국궁장","종로구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"국궁장","종로구","면적","㎡","16500","16500","16500","16500","16500","16500","16500","16500","16500","16500","16500","15500","16500","16500",
"국궁장","중구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"국궁장","중구","면적","㎡","1017","1017","1017","1017","1017","1017","1017","1017","1017","1017","1016.5","1017","1017","1017",
"국궁장","용산구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","용산구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","성동구","개소","개소","1","1","1","1","1","","","1","1","1","1","1","1","1",
"국궁장","성동구","면적","㎡","3300","3300","3300","3300","3300","","","4025","4025","","0","1000","1000","-",
"국궁장","광진구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","광진구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","동대문구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","동대문구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","중랑구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","중랑구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","성북구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","성북구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","강북구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","강북구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","도봉구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","도봉구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","노원구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"국궁장","노원구","면적","㎡","1116","1116","1116","1116","1116","1116","1116","1116","1116","1116","1116","1116","1116","1116",
"국궁장","은평구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","은평구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","서대문구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","서대문구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","마포구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"국궁장","마포구","면적","㎡","11200","11200","11200","11200","11200","11200","11200","11200","11200","11200","11200","11200","11200","11200",
"국궁장","양천구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"국궁장","양천구","면적","㎡","","3920","3920","3920","3920","3920","3920","3920","3920","3920","3920","3920","3920","3920",
"국궁장","강서구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"국궁장","강서구","면적","㎡","4762","4762","4762","4762","4762","4762","4762","4762","4762","4762","4762","4762","4762","4762",
"국궁장","구로구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","구로구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","금천구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","금천구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","영등포구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","영등포구","면적","㎡","","","","","","","","","","","0","-","-","-",
"국궁장","동작구","개소","개소","","","","","","","","","","","0","-","-","-",
"국궁장","동작구","면적","㎡","","","","","","","","","","","0","-","-","-",
