"체육시설별","자치구별","항목","단위","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"체육도장","강동구","시설수","개소","128","128","135","145","147","142","141","152","155","55","55","112","127","122","138",
"체육도장","강동구","면적","㎡","15384","15270","9324","11715","16659","14810","15998","48897","51765","40347","39731.32","16312","36920","42543","45643",
"골프연습장","서울시","시설수","개소","1829","1985","2157","1494","1235","2051","2028","2016","1930","1916","1838","2083","2169","2298","2289",
"골프연습장","서울시","면적","㎡","816058","866208","845330","675452","593305","856745","850889","723732","806926","779610","753890.39","905097.51","952487","952458","1015713",
"골프연습장","종로구","시설수","개소","36","36","35","16","20","33","33","28","25","25","26","31","36","34","37",
"골프연습장","종로구","면적","㎡","16510","17761","17326","9684","12011","17162","16399","15155","13549","13548","13548.9","16849","22966","22366","24696",
"골프연습장","중구","시설수","개소","73","76","78","77","77","75","72","73","77","77","-","53","53","59","59",
"골프연습장","중구","면적","㎡","24956","25166","25510","26204","25868","25214","22013","24065","25444","25444","-","19179.59","26040","27921","29972",
"골프연습장","용산구","시설수","개소","37","39","41","21","22","42","38","30","42","28","28","36","36","45","40",
"골프연습장","용산구","면적","㎡","22653","23171","23378","16940","17259","24338","26492","16166","16135","8410","8409.92","14401.29","13886","16341","16086",
"골프연습장","성동구","시설수","개소","57","62","63","41","39","54","54","55","55","57","56","52","58","61","60",
"골프연습장","성동구","면적","㎡","26355","28148","28872","21699","20962","20295","20295","20572","19759","25123","24846.29","19663","25243","23222","33315",
"골프연습장","광진구","시설수","개소","73","76","75","54","53","82","76","73","73","74","74","77","73","67","46",
"골프연습장","광진구","면적","㎡","27873","28046","27885","20616","20070","27830","22406","22437","22866","22966","22966","23373.75","23217","22307","18312",
"골프연습장","동대문구","시설수","개소","52","56","55","21","18","59","60","55","43","51","51","49","54","56","58",
"골프연습장","동대문구","면적","㎡","27790","27302","27796","2889","10906","10906","17512","7489","17110","21879","21878.54","24932","26443","27794","28674",
"골프연습장","중랑구","시설수","개소","41","41","45","28","24","38","42","45","43","30","30","38","33","95","39",
"골프연습장","중랑구","면적","㎡","21559","21559","24319","18741","17793","23042","24706","25583","24925","19772","19772.33","24232.63","21763","23686","24193",
"골프연습장","성북구","시설수","개소","47","48","49","31","31","48","48","47","50","44","44","50","49","52","50",
"골프연습장","성북구","면적","㎡","15385","15292","15711","10853","10530","15084","15341","14914","16503","15010","15009.9","17175.55","17915","16085","16052",
"골프연습장","강북구","시설수","개소","23","18","20","14","14","20","35","14","18","16","14","19","24","25","27",
"골프연습장","강북구","면적","㎡","9511","10790","11335","8749","8749","11214","16188","4750","6296","4388","4388.17","8184.4","9408","9783","9871",
"골프연습장","도봉구","시설수","개소","37","40","35","20","21","31","31","31","31","29","29","29","31","34","33",
"골프연습장","도봉구","면적","㎡","18415","19693","17689","12674","13818","17014","16928","16928","16893","15380","15380.25","15380","16453","17738","17426",
"골프연습장","노원구","시설수","개소","80","80","83","55","55","82","80","81","84","70","70","82","88","54","93",
"골프연습장","노원구","면적","㎡","33850","34005","30843","22847","22847","35424","33624","34235","34313","30677","30677","35326","37152","42762","37166",
"골프연습장","은평구","시설수","개소","61","61","58","60","60","59","59","57","57","42","42","46","48","40","39",
"골프연습장","은평구","면적","㎡","17230","17230","17234","18903","18903","18758","18758","23603","21979","17223","17222.58","19784","20008","19042","17952",
"골프연습장","서대문구","시설수","개소","31","35","36","20","21","33","33","30","28","29","29","31","32","37","32",
"골프연습장","서대문구","면적","㎡","15884","17727","18124","8644","18583","13811","14121","","27507","29435","29435.44","28582","30851","16372","14203",
"골프연습장","마포구","시설수","개소","92","83","87","27","27","61","60","62","62","61","60","75","80","85","80",
"골프연습장","마포구","면적","㎡","34498","33786","38912","13256","13182","25702","24564","12665","25518","23823","23606.78","29417.37","24732","26809","24546",
"골프연습장","양천구","시설수","개소","114","122","108","63","56","115","108","108","72","100","99","78","82","89","98",
"골프연습장","양천구","면적","㎡","38007","40257","27287","9853","18720","18720","23001","23001","20697","23570","19153","23353","28018","31326","34404",
"골프연습장","강서구","시설수","개소","91","96","99","47","49","93","90","91","98","94","94","126","120","145","153",
"골프연습장","강서구","면적","㎡","45912","48484","49904","30318","33438","52132","50561","49779","54351","53554","53554.18","65984.15","63167","77130","86141",
"골프연습장","구로구","시설수","개소","102","105","92","60","57","85","79","83","83","87","88","79","81","85","85",
"골프연습장","구로구","면적","㎡","76042","76703","33295","57736","56943","68388","65093","33865","43612","41428","45844.71","57862.92","50378","53907","58035",
"골프연습장","금천구","시설수","개소","44","44","44","47","17","44","44","42","42","43","43","47","51","26","64",
"골프연습장","금천구","면적","㎡","12941","12940","11987","15017","6819","11566","14539","11088","17860","14230","14229.92","15636.67","18488","10323","26823",
"골프연습장","영등포구","시설수","개소","90","111","115","90","66","115","111","114","111","109","111","103","116","125","121",
"골프연습장","영등포구","면적","㎡","38694","40370","63093","76235","32966","61524","75495","59299","63494","64200","64620.64","63919.87","62912","58061","58045",
"골프연습장","동작구","시설수","개소","46","102","55","32","31","57","56","55","47","41","41","42","42","42","42",
"골프연습장","동작구","면적","㎡","15741","33966","17972","11115","10608","18832","19071","19279","16354","14749","14748.5","15892.71","16185","16932","16922",
"골프연습장","관악구","시설수","개소","48","52","50","48","24","48","48","50","46","46","46","49","55","56","58",
"골프연습장","관악구","면적","㎡","16351","20400","21110","14786","11050","21183","18828","19559","18205","17876","17876","20472.43","24519","24676","26482",
"골프연습장","서초구","시설수","개소","171","176","185","117","6","180","181","182","190","186","186","196","212","226","217",
"골프연습장","서초구","면적","㎡","66829","67108","65428","48788","7144","64634","64880","63709","67693","64784","64784.41","65387.67","70420","73017","71267",
"골프연습장","강남구","시설수","개소","69","94","316","181","180","333","320","302","296","312","312","443","447","469","459",
"골프연습장","강남구","면적","㎡","60035","67278","133074","91889","90208","149016","138843","92111","114577","120873","120873.23","177209.91","139964","149611","150542",
"골프연습장","송파구","시설수","개소","213","217","218","213","157","165","163","205","167","174","174","183","190","202","210",
"골프연습장","송파구","면적","㎡","78486","80860","57916","68688","52812","63840","61456","83520","68758","70924","70923.6","76031.6","81485","82668","85314",
"골프연습장","강동구","시설수","개소","101","115","115","111","110","99","107","103","90","91","91","69","78","89","89",
"골프연습장","강동구","면적","㎡","54554","58166","39330","38328","41116","41116","29775","29960","32528","20344","20140.1","26866","80874","62579","89274",
"가상체험시설업(야구)","서울시","시설수","개소","","","","","","","","","","","14","25","17","19","18",
"가상체험시설업(야구)","서울시","면적","㎡","","","","","","","","","","","6549","10921.98","7032","7851","7473.39",
"가상체험시설업(야구)","종로구","시설수","개소","","","","","","","","","","","1","1","-","-","-",
"가상체험시설업(야구)","종로구","면적","㎡","","","","","","","","","","","927","928","-","-","-",
"가상체험시설업(야구)","중구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","중구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","용산구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","용산구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","성동구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","성동구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","광진구","시설수","개소","","","","","","","","","","","3","2","1","1","2",
"가상체험시설업(야구)","광진구","면적","㎡","","","","","","","","","","","427","426.75","427","427","427",
"가상체험시설업(야구)","동대문구","시설수","개소","","","","","","","","","","","1","1","2","2","1",
"가상체험시설업(야구)","동대문구","면적","㎡","","","","","","","","","","","856","856","873","874","857",
"가상체험시설업(야구)","중랑구","시설수","개소","","","","","","","","","","","-","2","-","-","-",
"가상체험시설업(야구)","중랑구","면적","㎡","","","","","","","","","","","-","883.69","-","-","-",
"가상체험시설업(야구)","성북구","시설수","개소","","","","","","","","","","","1","1","1","1","1",
"가상체험시설업(야구)","성북구","면적","㎡","","","","","","","","","","","497","497.15","497","497","497",
"가상체험시설업(야구)","강북구","시설수","개소","","","","","","","","","","","-","-","-","1","1",
"가상체험시설업(야구)","강북구","면적","㎡","","","","","","","","","","","-","-","-","359","497",
"가상체험시설업(야구)","도봉구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","도봉구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","노원구","시설수","개소","","","","","","","","","","","1","-","-","-","-",
"가상체험시설업(야구)","노원구","면적","㎡","","","","","","","","","","","675","-","-","-","-",
"가상체험시설업(야구)","은평구","시설수","개소","","","","","","","","","","","1","1","-","-","-",
"가상체험시설업(야구)","은평구","면적","㎡","","","","","","","","","","","280","280","-","-","-",
"가상체험시설업(야구)","서대문구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","서대문구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","마포구","시설수","개소","","","","","","","","","","","-","2","2","2","2",
"가상체험시설업(야구)","마포구","면적","㎡","","","","","","","","","","","-","824","824","824","824",
"가상체험시설업(야구)","양천구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","양천구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","강서구","시설수","개소","","","","","","","","","","","-","3","2","2","2",
"가상체험시설업(야구)","강서구","면적","㎡","","","","","","","","","","","-","1204","716","716","716",
"가상체험시설업(야구)","구로구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","구로구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","금천구","시설수","개소","","","","","","","","","","","-","2","2","2","2",
"가상체험시설업(야구)","금천구","면적","㎡","","","","","","","","","","","-","472","472","472","472",
"가상체험시설업(야구)","영등포구","시설수","개소","","","","","","","","","","","-","1","1","1","1",
"가상체험시설업(야구)","영등포구","면적","㎡","","","","","","","","","","","-","207","207","207","207",
"가상체험시설업(야구)","동작구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","동작구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","관악구","시설수","개소","","","","","","","","","","","-","2","-","2","2",
"가상체험시설업(야구)","관악구","면적","㎡","","","","","","","","","","","-","966.39","-","974","966.39",
"가상체험시설업(야구)","서초구","시설수","개소","","","","","","","","","","","2","2","1","1","1",
"가상체험시설업(야구)","서초구","면적","㎡","","","","","","","","","","","897","897","535","535","535",
"가상체험시설업(야구)","강남구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","강남구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"가상체험시설업(야구)","송파구","시설수","개소","","","","","","","","","","","4","4","4","3","3",
"가상체험시설업(야구)","송파구","면적","㎡","","","","","","","","","","","1990","1990","1990","1475","1475",
"가상체험시설업(야구)","강동구","시설수","개소","","","","","","","","","","","-","1","1","1","-",
"가상체험시설업(야구)","강동구","면적","㎡","","","","","","","","","","","-","490","491","491","-",
"야구장  ","서울시","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","서울시","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","종로구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","종로구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","중구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","중구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","용산구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","용산구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","성동구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","성동구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","광진구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","광진구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","동대문구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","동대문구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","중랑구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","중랑구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","성북구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","성북구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","강북구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","강북구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","도봉구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","도봉구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","노원구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","노원구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","은평구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","은평구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","서대문구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","서대문구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","마포구","시설수","개소","","","","","","","","","","","-","-","-","-","0",
"야구장  ","마포구","면적","㎡","","","","","","","","","","","-","-","-","-","0",
"야구장  ","양천구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","양천구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","강서구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","강서구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","구로구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","구로구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","금천구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","금천구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","영등포구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","영등포구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","동작구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","동작구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","관악구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","관악구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","서초구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","서초구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","강남구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","강남구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","송파구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","송파구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"야구장  ","강동구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"야구장  ","강동구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"체력단련장","서울시","시설수","개소","1577","1696","1735","1853","1933","2077","2192","2296","2378","2598","2524","2920","3248","3742","3987",
"체력단련장","서울시","면적","㎡","447521","485154","522809","526435","634576","733759","762222","524769","690342","834839","805717.09","1010767.85","1042658","1109478.71","1640432",
"체력단련장","종로구","시설수","개소","45","46","45","50","52","46","48","50","43","43","43","57","58","65","79",
"체력단련장","종로구","면적","㎡","10120","10650","10150","10783","14467","14071","14990","14847","14288","14288","14288","19789","22127","22416","27347",
"체력단련장","중구","시설수","개소","63","64","66","68","70","72","75","74","74","74","-","65","70","75","73",
"체력단련장","중구","면적","㎡","20331","22455","21867","23112","23112","24689","30630","29121","28243","29121","-","32648","35464","35464","35225",
"체력단련장","용산구","시설수","개소","29","32","36","44","49","52","53","49","52","57","57","71","67","84","82",
"체력단련장","용산구","면적","㎡","7391","8124","8968","9745","11564","12832","82319","80240","81496","83434","83434","21078","18250","23840","23840",
"체력단련장","성동구","시설수","개소","40","39","42","43","48","44","56","62","65","69","69","74","98","110","114",
"체력단련장","성동구","면적","㎡","15051","14500","16500","16600","18530","18530","18530","","","18766","18766","20000","21845","26460","26744",
"체력단련장","광진구","시설수","개소","83","86","83","91","93","100","101","106","79","72","72","95","107","185","138",
"체력단련장","광진구","면적","㎡","20056","21232","20056","20308","20308","20308","15629","17093","10325","25738","25738","26189","17260","33774","134638",
"체력단련장","동대문구","시설수","개소","62","60","61","75","82","84","91","92","80","66","66","106","106","118","119",
"체력단련장","동대문구","면적","㎡","15095","14423","16168","17400","62456","62456","62456","","","34345","34345","34681","33355","38396","38516",
"체력단련장","중랑구","시설수","개소","48","48","47","54","59","59","86","59","64","60","60","73","80","89","86",
"체력단련장","중랑구","면적","㎡","13070","13070","16159","18935","20762","20762","9903","","","25474","25474.26","34063","28038","32259","31924",
"체력단련장","성북구","시설수","개소","46","43","44","47","52","54","58","58","66","63","63","82","94","101","130",
"체력단련장","성북구","면적","㎡","10628","9938","10352","11406","12300","16460","18142","18069","20473","19873","19873","24406","27166","26419.88","367123",
"체력단련장","강북구","시설수","개소","41","40","41","47","49","49","55","55","48","45","45","47","51","59","64",
"체력단련장","강북구","면적","㎡","8463","9845","10057","10478","12309","12309","13471","17174","17371","14439","14439","18311","19516","22428","22749",
"체력단련장","도봉구","시설수","개소","42","43","41","38","43","43","49","52","56","52","52","51","58","77","75",
"체력단련장","도봉구","면적","㎡","11259","12436","12130","13334","13875","14239","16318","16546","18716","16546","16546","16739","18192","21196","20929",
"체력단련장","노원구","시설수","개소","46","49","53","53","53","63","64","70","73","70","70","86","111","119","136",
"체력단련장","노원구","면적","㎡","14948","15723","13968","","13968","18472","18287","19834","20220","24060","24060","30031.95","34917","41782","42949",
"체력단련장","은평구","시설수","개소","71","71","77","78","79","79","87","89","92","94","94","91","104","119","121",
"체력단련장","은평구","면적","㎡","11410","11410","11410","11410","11410","11410","12510","13510","21716","20434","20434","21596","24484","38127","40994",
"체력단련장","서대문구","시설수","개소","37","38","39","46","44","51","52","53","61","57","57","61","74","98","99",
"체력단련장","서대문구","면적","㎡","9523","10324","12302","11923","10918","13654","14657","7946","9557","16542","16542","9557","13049","3978.1","21484",
"체력단련장","마포구","시설수","개소","69","67","79","71","71","82","88","","108","120","120","150","170","170","186",
"체력단련장","마포구","면적","㎡","23086","23493","30970","31786","31786","33643","33352","","38467","42826","42826","38507","57553","57553.34","51343",
"체력단련장","양천구","시설수","개소","71","79","64","84","86","95","104","104","29","105","105","119","126","141","160",
"체력단련장","양천구","면적","㎡","15031","14716","13648","14256","15045","13846","16104","23627","3758","20731","20731","29294.21","25701","28823","36926",
"체력단련장","강서구","시설수","개소","73","75","80","77","79","93","104","117","117","157","157","224","229","236","262",
"체력단련장","강서구","면적","㎡","22811","24337","24879","27050","25698","30523","33869","37135","38723","50773","50773","70633","73202","83306","94182",
"체력단련장","구로구","시설수","개소","53","58","63","66","70","72","84","89","90","95","95","98","109","115","109",
"체력단련장","구로구","면적","㎡","15218","","25800","25517","22210","22610","30182","","","27880","27880","34212","37881","48148","43204",
"체력단련장","금천구","시설수","개소","38","47","36","36","38","41","43","44","48","55","55","60","69","72","82",
"체력단련장","금천구","면적","㎡","4192","8847","9057","9057","31955","26450","26674","26724","30861","12313","12313","14594.27","18594","20544","25857",
"체력단련장","영등포구","시설수","개소","82","85","87","88","93","99","109","115","119","125","125","114","138","176","208",
"체력단련장","영등포구","면적","㎡","15409","14243","17503","","27158","30510","30510","38342","37426","39503","39502.56","89292","40186","53739.32","63583",
"체력단련장","동작구","시설수","개소","49","48","53","53","58","62","67","68","65","61","61","75","93","105","107",
"체력단련장","동작구","면적","㎡","15955","15753","17053","17160","19021","20092","20983","21356","19114","20074","20074","25462.64","28787","32891","33210",
"체력단련장","관악구","시설수","개소","62","64","70","70","57","65","73","77","83","90","90","118","148","162","180",
"체력단련장","관악구","면적","㎡","21928","22984","26360","26360","21170","76952","79214","25765","28712","27884","27884","35032.13","41257","47330","51848",
"체력단련장","서초구","시설수","개소","78","84","92","99","121","133","149","169","192","196","196","243","269","301","362",
"체력단련장","서초구","면적","㎡","25884","27867","32731","34875","38753","49351","57525","","65677","52446","52445.59","63618.46","83424","86118","92163",
"체력단련장","강남구","시설수","개소","163","234","221","240","240","301","340","374","398","467","467","399","444","539","529",
"체력단련장","강남구","면적","㎡","76244","114366","95666","99855","99855","101655","75427","","101032","109657","109657","132606","143914","155546","175494",
"체력단련장","송파구","시설수","개소","104","114","126","140","150","139","46","161","173","191","191","260","260","289","334",
"체력단련장","송파구","면적","㎡","32776","32776","34176","49000","32729","45044","9343","58784","62696","64696","64696","76929","76916","92307","95672",
"체력단련장","강동구","시설수","개소","82","82","89","95","97","99","110","109","103","114","114","101","115","137","152",
"체력단련장","강동구","면적","㎡","11642","11642","14879","16085","23217","22891","21197","58656","21471","22996","22995.68","91498.19","101580","36633.07","42488",
"당구장","서울시","시설수","개소","5323","5375","4947","4587","4456","4568","4515","4635","4279","3443","3273","2752","2625","2624","2513",
"당구장","서울시","면적","㎡","878862","873633","810825","681281","685268","698780","622492","498514","502600","534582","501195.92","480304.89","463317","462701.74","446584",
"당구장","종로구","시설수","개소","193","194","190","190","171","165","116","127","104","100","100","88","87","83","82",
"당구장","종로구","면적","㎡","29785","29810","28810","28696","31035","29304","25102","24885","20314","19773","19773","18841","18620","17116","16699",
"당구장","중구","시설수","개소","198","199","192","190","173","175","169","170","167","170","-","86","83","83","81",
"당구장","중구","면적","㎡","37672","37855","36406","36355","33659","34122","32909","33387","33117","33387","-","24541","25039","25039","25039",
"당구장","용산구","시설수","개소","103","100","97","92","91","91","87","49","49","44","44","41","36","35","32",
"당구장","용산구","면적","㎡","15892","15827","15338","14640","14290","14216","17846","1231","1231","7627","7627.39","7628","6825","6582.03","5943",
"당구장","성동구","시설수","개소","176","172","167","166","165","149","170","173","168","84","84","79","76","71","71",
"당구장","성동구","면적","㎡","26805","26000","24000","24700","24550","24550","24550","","","11953","11953","11012","9591","11751","9431",
"당구장","광진구","시설수","개소","301","307","301","272","264","269","274","277","134","129","129","103","104","167","91",
"당구장","광진구","면적","㎡","44125","4533","44125","41240","41240","41240","20970","24120","15020","14460","14460","12320","11200","14560","13556",
"당구장","동대문구","시설수","개소","242","248","246","52","59","249","251","245","182","96","96","91","87","91","86",
"당구장","동대문구","면적","㎡","40278","40780","40385","5200","7100","7100","7100","","","16739","16739","18125","15956","18168","17234",
"당구장","중랑구","시설수","개소","197","197","189","189","186","186","186","171","169","153","153","146","111","111","107",
"당구장","중랑구","면적","㎡","38369","38369","33744","36078","33101","33101","33101","","","27789","27789.42","18908","17770","17770","16735",
"당구장","성북구","시설수","개소","181","173","166","152","147","151","153","151","151","130","130","128","130","127","131",
"당구장","성북구","면적","㎡","32401","30968","30268","27530","26962","27790","26969","26246","26948","24008","24008","24147","17904","16476.94","18696",
"당구장","강북구","시설수","개소","135","143","145","125","143","134","143","145","118","100","100","87","102","99","95",
"당구장","강북구","면적","㎡","22711","22879","23232","21193","20529","20329","25170","25730","21884","10320","10320","16846","19072","18511","15085",
"당구장","도봉구","시설수","개소","119","119","107","98","98","98","98","105","103","100","100","98","103","131","131",
"당구장","도봉구","면적","㎡","41052","20345","18772","17772","17162","17605","18060","19640","18975","12607","12607","11607","13148","14496.2","14405",
"당구장","노원구","시설수","개소","152","153","148","143","143","146","146","152","151","109","109","111","108","109","109",
"당구장","노원구","면적","㎡","12494","28354","26489","25593","25593","25041","26583","26463","26242","20622","20622","22336.8","22036","21964","22366",
"당구장","은평구","시설수","개소","181","181","174","174","175","175","184","184","183","183","183","139","137","96","95",
"당구장","은평구","면적","㎡","24200","24200","15980","15980","15380","15380","16760","18776","22228","14614","14614.32","20031.04","19928","18775","20281",
"당구장","서대문구","시설수","개소","141","115","109","141","146","143","112","104","99","80","80","99","60","61","61",
"당구장","서대문구","면적","㎡","22088","17097","17791","15861","16652","16409","18397","5254","5385","4287","4287","5385","4370","4509.46","4905",
"당구장","마포구","시설수","개소","209","202","193","98","92","96","101","103","118","99","99","97","93","89","69",
"당구장","마포구","면적","㎡","31403","29987","24883","19321","18904","19154","19563","17181","23996","16913","16913","18662.6","16241","15526.52","7372",
"당구장","양천구","시설수","개소","188","180","119","170","163","168","172","172","165","99","99","95","91","90","88",
"당구장","양천구","면적","㎡","29803","30143","14813","15018","14191","15055","15726","15726","19072","14790","14790","16194.85","13423","13249","12946",
"당구장","강서구","시설수","개소","238","234","228","211","209","221","230","244","230","138","138","131","124","119","122",
"당구장","강서구","면적","㎡","41862","41765","41182","38253","29467","33027","37078","43023","43472","33754","33754.06","31745","30314","29061","29326",
"당구장","구로구","시설수","개소","208","209","201","195","193","196","196","195","186","183","183","93","90","86","85",
"당구장","구로구","면적","㎡","35661","36101","31200","33534","32850","33700","33198","","","27411","27411","20215","19170","19412","18377",
"당구장","금천구","시설수","개소","150","152","147","147","140","137","142","140","141","138","138","133","130","95","94",
"당구장","금천구","면적","㎡","12426","22470","25768","26380","24433","27176","24576","22435","22567","21121","21121","20477.69","23219","17450","17061",
"당구장","영등포구","시설수","개소","367","345","337","329","332","299","335","341","339","328","328","109","105","112","114",
"당구장","영등포구","면적","㎡","32079","32896","31255","30538","30917","29960","29960","35236","35514","34048","34048.1","24248","20159","21685.24","22756",
"당구장","동작구","시설수","개소","173","175","172","164","158","159","157","163","115","80","80","78","77","78","78",
"당구장","동작구","면적","㎡","30082","30923","30808","29690","29164","29251","28961","30307","22412","16637","16636.6","16282.16","16041","16237","16237",
"당구장","관악구","시설수","개소","229","221","203","196","138","126","132","134","129","130","130","80","79","79","80",
"당구장","관악구","면적","㎡","36519","34492","31148","31147","4438","23012","24929","26136","3881","26469","26469","17259.96","16759","16666","17024",
"당구장","서초구","시설수","개소","242","237","226","222","218","214","224","226","237","225","225","219","210","215","211",
"당구장","서초구","면적","㎡","25555","42657","39420","36246","38227","37517","40179","","42685","34096","34096.1","33512.49","36463","37807","37074",
"당구장","강남구","시설수","개소","507","628","458","450","437","442","445","452","450","180","180","175","162","162","156",
"당구장","강남구","면적","㎡","99734","119681","91505","90005","80452","89452","36612","36107","34355","32550","32549.93","21767.58","21229","21229","19746",
"당구장","송파구","시설수","개소","244","242","228","209","206","173","65","182","174","170","170","142","136","132","139",
"당구장","송파구","면적","㎡","75028","74661","72350","","55532","33601","12421","37088","35838","34939","34939","29970","28920","28000","29622",
"당구장","강동구","시설수","개소","249","249","204","212","209","206","227","230","217","195","195","104","104","103","105",
"당구장","강동구","면적","㎡","40840","40840","21153","20311","19440","21688","25772","29543","27464","23668","23668","18241.72","19920","20660.35","18668",
"썰매장","서울시","시설수","개소","3","5","5","5","5","4","4","3","4","3","3","2","3","3","3",
"썰매장","서울시","면적","㎡","11605","26603","21613","20518","30903","23018","49613","31338","38938","58345","58345","20738","1088","1088","1088",
"썰매장","종로구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"썰매장","종로구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"썰매장","중구","시설수","개소","","1","1","1","1","1","1","1","1","","-","1","1","1","1",
"썰매장","중구","면적","㎡","","938","938","938","938","938","938","938","938","","-","938","938","938","938",
"썰매장","용산구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"썰매장","용산구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"썰매장","성동구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"썰매장","성동구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"썰매장","광진구","시설수","개소","2","2","2","1","1","2","1","2","2","2","2","1","2","2","2",
